Região Administrativa;Região de Governo;Município;Núcleo Regional;Unidades do CEETEPS;Código da Unidade;Número da Turma; Turma;Tipo de Ensino;Eixo Tecnológico/Educação Básica;Área Profissional;Habilitação/Curso;Período;Sexo Feminino;Sexo Masculino;Total de Alunos; Médio na ETEC;Médio em outra ETEC;Médio fora do CPS;Médio Concluído;Aprovados;Promoção Parcial;Retidos por Frequência;Retidos por Rendimento; Retidos por Frequencia e Rendimento; Retenção Parcial;Desistências;Transferências Expedidas;Transferências Recebidas;Trancamentos
Metropolitana de Campinas;Piracicaba;São Pedro;Supervisão Pedagógica Regional - Campinas Norte;Etec Gustavo Teixeira;236;234.825.628;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;21;14;35;0;0;0;0;34;0;0;0;0;0;0;1;0;0
Metropolitana de Campinas;Piracicaba;São Pedro;Supervisão Pedagógica Regional - Campinas Norte;Etec Gustavo Teixeira;236;234.825.685;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;12;22;34;0;0;0;0;34;0;0;0;1;0;0;0;1;0
Metropolitana de Campinas;Piracicaba;São Pedro;Supervisão Pedagógica Regional - Campinas Norte;Etec Gustavo Teixeira;236;235.500.253;1º Módulo;Técnico;Gestão e Negócios;Gestão;Finanças;Noite;23;16;39;5;0;5;29;28;0;0;0;0;0;4;0;0;7
Metropolitana de Campinas;Piracicaba;São Pedro;Supervisão Pedagógica Regional - Campinas Norte;Etec Gustavo Teixeira;236;235.500.360;2º Módulo;Técnico;Gestão e Negócios;Comércio;Marketing;Noite;16;12;28;7;0;2;19;20;0;0;0;2;0;4;0;0;2
Metropolitana de Campinas;Piracicaba;São Pedro;Supervisão Pedagógica Regional - Campinas Norte;Etec Gustavo Teixeira;236;235.500.444;3º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;13;7;20;0;0;4;16;14;0;0;0;0;0;2;0;0;4
Metropolitana de Campinas;Piracicaba;São Pedro;Supervisão Pedagógica Regional - Campinas Norte;Etec Gustavo Teixeira;236;235.500.410;2º Módulo;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;21;11;32;8;0;5;19;25;0;0;0;1;0;1;1;0;4
Metropolitana de Campinas;Piracicaba;São Pedro;Supervisão Pedagógica Regional - Campinas Norte;Etec Gustavo Teixeira;236;234.826.329;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;10;20;30;0;0;0;0;29;0;0;0;0;0;0;1;0;0
Metropolitana de Campinas;Piracicaba;São Pedro;Supervisão Pedagógica Regional - Campinas Norte;Etec Gustavo Teixeira;236;234.826.071;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;16;19;35;0;0;0;0;34;0;0;0;0;0;0;1;0;0
Metropolitana de Campinas;Piracicaba;São Pedro;Supervisão Pedagógica Regional - Campinas Norte;Etec Gustavo Teixeira;236;234.826.196;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;14;20;34;0;0;0;0;34;0;0;0;0;0;0;0;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;234.465.664;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;15;25;40;0;0;0;0;33;7;0;0;0;0;0;0;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;234.466.100;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;23;17;40;0;0;0;0;38;0;0;0;2;0;0;0;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;234.465.490;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;20;20;40;0;0;0;0;36;3;0;0;1;0;0;0;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;234.465.797;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;14;26;40;0;0;0;0;23;16;0;0;1;0;0;2;2;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;234.465.953;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;24;16;40;0;0;0;0;38;0;0;0;1;0;0;1;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;234.465.367;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;10;30;40;0;0;0;0;39;1;0;0;0;0;0;0;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;235.489.101;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;24;15;39;2;0;9;28;34;1;0;0;2;0;1;0;0;1
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;235.488.525;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;28;12;40;3;0;12;25;28;5;0;0;1;0;6;0;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;235.489.309;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;15;11;26;1;0;0;25;26;0;0;0;0;0;0;0;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;235.489.184;2º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;9;21;30;3;0;6;21;28;1;0;0;0;0;1;0;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;235.488.566;1º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletroeletrônica;Noite;4;36;40;1;0;8;31;31;1;0;0;2;0;6;0;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;235.489.234;2º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletroeletrônica;Noite;0;30;30;1;0;7;22;24;0;0;0;0;0;5;0;0;1
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;235.488.574;1º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletromecânica;Noite;1;38;39;0;0;6;33;29;1;0;0;1;0;8;0;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;235.488.467;1º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Manhã;37;3;40;0;0;6;34;35;0;0;0;1;0;1;0;0;3
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;235.489.432;4º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Manhã;20;4;24;0;0;1;23;20;0;0;0;3;0;1;0;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;235.489.291;3º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;36;3;39;0;0;2;37;34;2;0;0;2;0;1;0;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;235.488.905;2º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;35;4;39;1;0;2;36;35;0;0;0;1;0;0;0;0;3
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;235.488.624;1º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;23;17;40;0;0;7;33;36;0;0;0;0;0;4;0;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;235.489.267;2º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;16;18;34;0;0;4;30;27;0;0;0;0;0;4;0;0;3
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;235.489.341;3º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;15;20;35;1;0;2;32;34;0;0;0;0;0;1;0;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;235.488.673;1º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;1;39;40;0;0;10;30;34;1;0;0;1;0;4;0;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;235.489.390;3º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;2;31;33;1;0;7;25;29;1;0;0;0;0;2;0;0;1
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;234.580.884;1ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas (Etim);Integral;12;28;40;0;0;0;0;38;2;0;0;0;0;0;0;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;234.466.597;3ª Série;Integrado;Informação e Comunicação;Informática;Informática (Etim);Integral;14;24;38;0;0;0;0;37;0;0;0;1;0;0;0;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva;036;234.466.456;2ª Série;Integrado;Informação e Comunicação;Informática;Informática (Etim);Integral;12;25;37;0;0;0;0;26;10;0;0;0;0;0;1;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva (EE Prof. João Batista Leme);036.03 - Ext/Etec;235.489.630;1º Módulo;Técnico;Gestão e Negócios;Gestão;Contabilidade;Noite;23;17;40;2;0;7;31;26;1;0;0;2;0;11;0;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva (EE Prof. João Batista Leme);036.03 - Ext/Etec;235.489.739;2º Módulo;Técnico;Gestão e Negócios;Gestão;Contabilidade;Noite;19;7;26;1;0;4;21;15;2;0;0;0;0;7;0;0;2
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva (EE Prof. João Batista Leme);036.03 - Ext/Etec;235.489.705;1º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;38;2;40;0;0;14;26;36;1;0;0;0;0;3;0;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva (EE Prof. João Batista Leme);036.03 - Ext/Etec;235.489.770;3º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;28;1;29;3;0;4;22;26;0;0;0;1;0;1;0;0;1
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva (EE Prof. João Batista Leme);036.03 - Ext/Etec;235.315.124;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;20;11;31;0;0;0;0;26;1;0;0;2;0;2;0;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva (EE Prof. João Batista Leme);036.03 - Ext/Etec;235.315.165;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;25;5;30;0;0;0;0;29;0;0;0;0;0;0;1;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva (EE Prof. João Batista Leme);036.03 - Ext/Etec;235.314.432;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;24;14;38;0;0;0;0;32;3;0;0;0;0;0;3;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva (EE Prof. João Batista Leme);036.03 - Ext/Etec;235.315.066;1ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas (Etim);Integral;8;28;36;0;0;0;0;35;0;0;0;0;0;0;0;0;1
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva (EE Prof. João Batista Leme);036.03 - Ext/Etec;235.315.116;2ª Série;Integrado;Informação e Comunicação;Informática;Informática (Etim);Integral;9;25;34;0;0;0;0;32;2;0;0;0;0;0;0;0;0
Metropolitana de Campinas;Rio Claro;Rio Claro;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva (EE Prof. João Batista Leme);036.03 - Ext/Etec;235.315.215;3ª Série;Integrado;Informação e Comunicação;Informática;Informática (Etim);Integral;16;21;37;0;0;0;0;34;0;0;0;0;0;0;0;0;3
Metropolitana de Campinas;Rio Claro;Santa Gertrudes;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Armando Bayeux da Silva (Santa Gertrudes);036.1 - Cd_Cps;235.489.564;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;38;2;40;0;0;12;28;33;0;0;0;0;0;7;0;0;0
Metropolitana de Campinas;Rio Claro;Torrinha;Supervisão Pedagógica Regional - Bauru/Araçatuba;Etec Professor Urias Ferreira (Torrinha);090.1 - Cd_Cps;235.488.848;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;23;17;40;0;0;15;25;32;0;0;0;0;0;8;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Aguaí;Supervisão Pedagógica Regional - Campinas Norte;Etec Arnaldo Pereira Cheregatti;215;234.469.468;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;20;20;40;0;0;0;0;39;0;0;0;0;0;0;1;0;0
Metropolitana de Campinas;São João da Boa Vista;Aguaí;Supervisão Pedagógica Regional - Campinas Norte;Etec Arnaldo Pereira Cheregatti;215;234.468.676;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;18;22;40;0;0;0;0;34;4;0;1;1;0;0;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Aguaí;Supervisão Pedagógica Regional - Campinas Norte;Etec Arnaldo Pereira Cheregatti;215;234.468.866;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;24;16;40;0;0;0;0;33;4;0;1;2;0;0;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Aguaí;Supervisão Pedagógica Regional - Campinas Norte;Etec Arnaldo Pereira Cheregatti;215;235.533.262;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;28;12;40;3;0;14;23;25;2;0;0;2;0;6;0;0;5
Metropolitana de Campinas;São João da Boa Vista;Aguaí;Supervisão Pedagógica Regional - Campinas Norte;Etec Arnaldo Pereira Cheregatti;215;235.533.304;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;25;11;36;3;0;14;19;34;0;0;0;0;0;1;0;0;1
Metropolitana de Campinas;São João da Boa Vista;Aguaí;Supervisão Pedagógica Regional - Campinas Norte;Etec Arnaldo Pereira Cheregatti;215;235.533.478;3º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;8;12;20;9;4;0;7;20;0;0;0;0;0;0;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Aguaí;Supervisão Pedagógica Regional - Campinas Norte;Etec Arnaldo Pereira Cheregatti;215;235.533.502;3º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;15;15;30;0;0;0;30;29;0;0;0;0;0;0;0;0;1
Metropolitana de Campinas;São João da Boa Vista;Aguaí;Supervisão Pedagógica Regional - Campinas Norte;Etec Arnaldo Pereira Cheregatti;215;235.533.395;2º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;19;18;37;1;0;3;33;29;0;0;0;0;0;5;0;0;3
Metropolitana de Campinas;São João da Boa Vista;Aguaí;Supervisão Pedagógica Regional - Campinas Norte;Etec Arnaldo Pereira Cheregatti;215;234.470.953;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;22;18;40;0;0;0;0;31;9;0;0;0;0;0;1;1;0
Metropolitana de Campinas;São João da Boa Vista;Aguaí;Supervisão Pedagógica Regional - Campinas Norte;Etec Arnaldo Pereira Cheregatti;215;234.471.720;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;19;19;38;0;0;0;0;38;0;0;0;0;0;0;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Aguaí;Supervisão Pedagógica Regional - Campinas Norte;Etec Arnaldo Pereira Cheregatti;215;234.471.043;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;21;18;39;0;0;0;0;36;1;0;0;2;0;0;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Caconde;Supervisão Pedagógica Regional - Campinas Norte;Etec Professor Rodolpho José Del Guerra (Caconde);150.1 - Cd_Cps;235.519.337;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;27;13;40;0;0;19;21;33;1;0;0;0;0;6;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Casa Branca;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Francisco Nogueira de Lima;059;234.485.753;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;24;16;40;0;0;0;0;37;0;0;1;2;0;0;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Casa Branca;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Francisco Nogueira de Lima;059;234.485.563;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;20;18;38;0;0;0;0;35;0;0;0;2;0;0;1;0;0
Metropolitana de Campinas;São João da Boa Vista;Casa Branca;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Francisco Nogueira de Lima;059;234.485.902;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;24;16;40;0;0;0;0;39;0;0;0;0;0;0;1;0;0
Metropolitana de Campinas;São João da Boa Vista;Casa Branca;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Francisco Nogueira de Lima;059;235.523.693;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;22;11;33;3;0;9;21;19;2;0;0;7;0;5;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Casa Branca;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Francisco Nogueira de Lima;059;235.523.461;1º Módulo;Técnico;Produção Alimentícia;Química;Alimentos;Noite;22;17;39;3;0;5;31;31;0;0;0;0;0;8;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Casa Branca;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Francisco Nogueira de Lima;059;235.524.014;3º Módulo;Técnico;Gestão e Negócios;Comércio;Comércio;Noite;13;9;22;2;0;8;12;20;0;0;0;1;0;1;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Casa Branca;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Francisco Nogueira de Lima;059;235.523.768;2º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;23;5;28;0;0;2;26;24;0;0;0;0;0;4;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Casa Branca;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Francisco Nogueira de Lima;059;235.523.552;1º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;26;4;30;0;0;3;27;28;0;0;0;0;0;2;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Casa Branca;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Francisco Nogueira de Lima;059;235.523.917;2º Módulo;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;31;6;37;4;0;14;19;31;0;0;0;0;0;6;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Casa Branca;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Francisco Nogueira de Lima;059;235.523.719;2º Módulo;Técnico;Informação e Comunicação;Informática;Manutenção e Suporte em Informática;Noite;5;33;38;8;0;11;19;31;0;0;0;4;0;3;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Casa Branca;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Francisco Nogueira de Lima;059;235.523.958;2º Módulo;Técnico;Gestão e Negócios;Comércio;Marketing;Noite;6;15;21;5;0;3;13;13;0;0;0;5;0;3;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Casa Branca;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Francisco Nogueira de Lima;059;235.524.048;3º Módulo;Técnico;Ambiente e Saúde;Saúde;Nutrição e Dietética;Noite;17;7;24;1;0;8;15;16;0;0;0;1;0;7;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Casa Branca;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Francisco Nogueira de Lima;059;235.523.974;2º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;12;23;35;2;0;6;27;28;0;0;0;3;0;4;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Casa Branca;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Francisco Nogueira de Lima;059;234.486.520;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;25;13;38;0;0;0;0;36;0;0;0;2;0;0;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Casa Branca;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Francisco Nogueira de Lima;059;234.487.882;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;25;16;41;0;0;0;0;38;0;0;0;1;0;2;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Casa Branca;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Francisco Nogueira de Lima;059;234.488.070;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração (Etim);Integral;23;16;39;0;0;0;0;39;0;0;0;0;0;0;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Casa Branca;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Francisco Nogueira de Lima;059;234.488.245;1ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas (Etim);Integral;15;25;40;0;0;0;0;40;0;0;0;0;0;0;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Casa Branca;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Francisco Nogueira de Lima;059;234.488.336;2ª Série;Integrado;Informação e Comunicação;Informática;Informática (Etim);Integral;15;24;39;0;0;0;0;39;0;0;0;0;0;0;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Casa Branca;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Francisco Nogueira de Lima;059;234.488.468;3ª Série;Integrado;Informação e Comunicação;Informática;Informática (Etim);Integral;16;23;39;0;0;0;0;38;0;0;0;0;0;1;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Espírito Santo do Pinhal;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Carolino da Motta e Silva;047;235.499.910;2º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;8;32;40;1;0;22;17;38;0;0;0;0;0;2;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Espírito Santo do Pinhal;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Carolino da Motta e Silva;047;235.499.720;1º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;13;27;40;1;0;16;23;27;0;0;0;7;0;6;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Espírito Santo do Pinhal;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Carolino da Motta e Silva;047;235.499.977;3º Módulo;Técnico;Informação e Comunicação;Informática;Informática para Internet;Noite;8;12;20;1;0;13;6;18;0;0;0;1;0;1;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Espírito Santo do Pinhal;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Carolino da Motta e Silva;047;235.499.852;1º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;3;37;40;1;0;4;35;33;0;0;0;6;0;1;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Espírito Santo do Pinhal;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Carolino da Motta e Silva;047;235.499.944;2º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;1;37;38;1;0;1;36;30;0;0;0;4;0;4;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Espírito Santo do Pinhal;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Carolino da Motta e Silva;047;235.500.006;3º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;1;23;24;0;0;3;21;23;0;0;0;1;0;0;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Espírito Santo do Pinhal;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Carolino da Motta e Silva;047;234.669.836;1ª Série;Integrado;Recursos Naturais;Agropecuária;Agropecuária (Etim);Integral;18;20;38;0;0;0;0;29;7;0;2;0;0;0;7;7;0
Metropolitana de Campinas;São João da Boa Vista;Espírito Santo do Pinhal;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Carolino da Motta e Silva;047;234.670.255;2ª Série;Integrado;Recursos Naturais;Agropecuária;Agropecuária (Etim);Integral;18;20;38;0;0;0;0;30;6;0;1;0;0;0;1;0;0
Metropolitana de Campinas;São João da Boa Vista;Espírito Santo do Pinhal;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Carolino da Motta e Silva;047;234.669.927;1ª Série;Integrado;Recursos Naturais;Agropecuária;Agropecuária (Etim);Integral;28;12;40;0;0;0;0;28;4;0;6;0;0;0;2;0;0
Metropolitana de Campinas;São João da Boa Vista;Espírito Santo do Pinhal;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Carolino da Motta e Silva;047;234.670.578;3ª Série;Integrado;Recursos Naturais;Agropecuária;Agropecuária (Etim);Integral;16;12;28;0;0;0;0;28;0;0;0;0;0;0;0;0;0
Metropolitana de Campinas;São João da Boa Vista;Espírito Santo do Pinhal;Supervisão Pedagógica Regional - Campinas Norte;Etec Doutor Carolino da Motta e Silva;047;234.671.105;3ª Série;Integrado;Recursos Naturais;Agropecuária;Agropecuária (Etim);Integral;15;14;29;0;0;0;0;29;0;0;0;0;0;0;0;0;0
